ETid,Country,Date,Fine,Fine_cleaned,Controller,Quoted_Art,Type,Source,year
ETid-856,SPAIN,2021-09-29,"10,000",10000,ACONCAGUA JUEGOS S.A.,Art. 37 GDPR,Insufficient involvement of data protection officer,link,2021
ETid-836,DENMARK,2021-09-16,"10,000",10000,Favrskov municipality,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-782,SPAIN,2021-07-27,"10,000",10000,"PERSONAL MARK, S.L.",Art. 17 GDPR,Insufficient fulfilment of data subjects rights,link,2021
ETid-736,SPAIN,2021-06-22,"10,000",10000,"TNT EXPRESS WORLDWIDE SPAIN, S.L.",Art. 5 (1) d) GDPR,Non-compliance with general data processing principles,link,2021
ETid-699,GREECE,2021-05-17,"10,000",10000,Municipal Organization for Pre-School Education and Social Solidarity (DOPAKA) of the municipality of Tavros Moschato,"Art. 6 (1) c) GDPR, Art. 12 (3), (4) GDPR, Art. 17 (1) d) GDPR",Insufficient legal basis for data processing,link,2021
ETid-613,ROMANIA,2021-03-30,"10,000",10000,Telekom Romania Mobile Communications S.A.,"Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-590,ITALY,2020-12-17,"10,000",10000,Comune di Luino,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR, Art. 37 (1) a) GDPR, Art. 37 (7) GDPR",Non-compliance with general data processing principles,link,2020
ETid-587,SPAIN,2021-03-10,"10,000",10000,Hospital Campogrande DE,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2021
ETid-579,CYPRUS,2021-03-03,"10,000",10000,Cypriot Real Estate Registration Authority,"Art. 12 GDPR, Art. 15 GDPR, Art. 31 GDPR, Art. 58 (1) e) GDPR",Insufficient fulfilment of information obligations,link,2021
ETid-561,ITALY,2021-01-27,"10,000",10000,Azienda Ospedaliero Universitaria di Parma,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles,link,2021
ETid-526,BELGIUM,2021-01-12,"10,000",10000,Unknown,"Art. 6 (1) GDPR, Art. 12 (3) GDPR, Art. 21 (1) GDPR",Insufficient legal basis for data processing,link,2021
ETid-502,ITALY,2020-11-26,"10,000",10000,Reti Televisive Italiane S.p.a.,Art. 5 (1) a) GDPR,Non-compliance with general data processing principles,link,2020
ETid-492,SPAIN,2020-12-15,"10,000",10000,Online Services,"Art. 13 GDPR, Art. 8 (1) GDPR, Art. 6 (1) a) GDPR",Insufficient fulfilment of information obligations,link,2020
ETid-478,SPAIN,2020-12-09,"10,000",10000,Unknown,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2020
ETid-476,SPAIN,2020-12-02,"10,000",10000,Losada Advocats S.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-398,SPAIN,2020-09-16,"10,000",10000,Property owners community,Art. 5 GDPR,Non-compliance with general data processing principles,link,2020
ETid-367,ITALY,2020-08-10,"10,000",10000,Community of Baronissi,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-366,ITALY,2020-08-10,"10,000",10000,Cavauto S.R.L.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing,link,2020
ETid-351,SPAIN,2020-07-23,"10,000",10000,"El Periódico de Catalunya, S.L.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-315,BELGIUM,2020-06-19,"10,000",10000,Unknown,"Art. 5 GDPR, Art. 6 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2020
ETid-202,ITALY,2020-01-15,"10,000",10000,Community of Francavilla Fontana,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-180,CYPRUS,2019-10-25,"10,000",10000,"LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link,2019
ETid-175,SPAIN,2020-01-07,"10,000",10000,Asociación de Médicos Demócratas,Art. 6 GDPR,Insufficient legal basis for data processing,link,2020
ETid-129,GERMANY,2019-12-09,"10,000",10000,Rapidata GmbH,Art. 37 GDPR,Insufficient involvement of data protection officer,link,2019
ETid-121,SPAIN,Unknown,"10,000",10000,Ikea Ibérica,Art. 6 GDPR,Insufficient legal basis for data processing,link,Unkn
ETid-80,BELGIUM,2019-09-17,"10,000",10000,Merchant,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2019
ETid-18,CZECH REPUBLIC,2019-03-21,"10,000",10000,Unknown,Art. 5 (1) GDPR,Non-compliance with general data processing principles,link,2019
ETid-11,CYPRUS,2019,"10,000",10000,Newspaper,Art. 6 GDPR,Insufficient legal basis for data processing,link,2019
ETid-1830,ITALY,2023-03-02,"1,000",1000,Razmataz Live s.r.l..,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 28 GDPR",Non-compliance with general data processing principles,link,2023
ETid-1792,SPAIN,2023-04-26,"1,000",1000,Website operator,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2023
ETid-1784,ROMANIA,2023-04-24,"1,000",1000,Tensa Art Design SA,Art. 12 (3) GDPR,Insufficient fulfilment of data subjects rights,link,2023
ETid-1744,GERMANY,2022,"1,000",1000,Covid-19 test center,Art. 17 GDPR,Insufficient fulfilment of data subjects rights,link,2022
ETid-1743,GERMANY,2022,"1,000",1000,Physician,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1738,SPAIN,2023-03-24,"1,000",1000,INMARAN ASESORES S.L.,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,link,2023
ETid-1703,LUXEMBOURG,2022-12-13,"1,000",1000,Company,Art. 12 (1) GDPR,Insufficient fulfilment of information obligations,link link,2022
ETid-1686,ROMANIA,2023-03-16,"1,000",1000,Centrul Medical dr. Furtună Dan,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2023
ETid-1646,ITALY,2022-08-05,"1,000",1000,Mister Brick S.a.s.,"Art. 5 (2) GDPR, Art. 6 (1) a) GDPR, Art. 12 (3) GDPR, Art. 15 GDPR, Art. 24 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1637,ITALY,2022-11-24,"1,000",1000,Private individual,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 32 GDPR, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1610,ITALY,2022-11-24,"1,000",1000,STS Di Prisinzano s.r.l,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link,2022
ETid-1605,ROMANIA,2023-02-01,"1,000",1000,Tensa Art Design SA,Art. 21 (3) GDPR,Insufficient fulfilment of data subjects rights,link,2023
ETid-1601,ROMANIA,2023-01-31,"1,000",1000,Dentist,"Art. 6 (1) a) GDPR, Art. 9 (2) a) GDPR",Insufficient legal basis for data processing,link,2023
ETid-1600,ROMANIA,2023-01-31,"1,000",1000,Dent Estet Clinic SA,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,link,2023
ETid-1577,ROMANIA,2023-01-18,"1,000",1000,Dante Internațional SA,Art. 17 GDPR,Insufficient fulfilment of data subjects rights,link,2023
ETid-1554,SPAIN,2023-01-13,"1,000",1000,EDITORIAL RIBADEO S.L.,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,link,2023
ETid-1534,SPAIN,2022-12-20,"1,000",1000,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1501,ROMANIA,2022-11-24,"1,000",1000,Medicover S.R.L.,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1483,ITALY,2022-08-05,"1,000",1000,Colosseo S.r.l.,"Art. 5 (2) GDPR, Art. 6 (1) a) GDPR, Art. 12 (3) GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 24 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1482,ROMANIA,2022-11-09,"1,000",1000,SC Das Sense Society SRL,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority,link,2022
ETid-1459,SPAIN,2022-10-20,"1,000",1000,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1377,ROMANIA,2022-08-29,"1,000",1000,Alpha Bank Romania SA,"Art. 29 GDPR, Art. 32 (1) b) GDPR, Art. 32 (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1353,ITALY,2021-09-16,"1,000",1000,Farpa s.r.l.,"Art. 5 (1) a) GDPR, Art. 13 GDPR, Art. 88 GDPR, Art. 114 Codice della privacy",Non-compliance with general data processing principles,link,2021
ETid-1331,ROMANIA,2022-08-09,"1,000",1000,Wabag Water Services SRL,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1310,LUXEMBOURG,2022-06-30,"1,000",1000,Company,"Art. 5 (1) a) GDPR, Art. 12 (1), (7) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link,2022
ETid-1309,LUXEMBOURG,2022-06-30,"1,000",1000,Company,"Art. 5 (1) a) GDPR, Art. 12 (1), (7) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link,2022
ETid-1245,SPAIN,2022-06-28,"1,000",1000,Company,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-1238,ROMANIA,2022-06-20,"1,000",1000,SC Interactions Marketing SRL,Art. 32 (1) b) GDPR,Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1237,SPAIN,2022-06-17,"1,000",1000,Company,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-1236,SPAIN,2022-06-16,"1,000",1000,SCOTCH CORNER BAR,"Art. 5 (1) c) GDPR, Art. 58 (2) GDPR",Non-compliance with general data processing principles,link,2022
ETid-1199,SPAIN,2022-06-03,"1,000",1000,Store owner,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-1193,ITALY,2022-04-28,"1,000",1000,Educationest s.r.l.,"Art. 5 (1) a), e) GDPR, Art. 6 (1) b), c) GDPR",Insufficient legal basis for data processing,link,2022
ETid-1167,LUXEMBOURG,2022-02-02,"1,000",1000,Café owner,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1163,ROMANIA,2022-05-12,"1,000",1000,LORIS FUEL SHOP SRL,"Art. 29 GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1158,ITALY,2022-04-26,"1,000",1000,ASST di Lodi,"Art. 5 (1) f) GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1126,ROMANIA,2022-04-18,"1,000",1000,IKEA România S.R.L.,Art. 12 (3) GDPR,Insufficient fulfilment of data subjects rights,link,2022
ETid-1084,SPAIN,2022-02-22,"1,000",1000,"MALAGATROM, S.L.U.",Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,link,2022
ETid-1082,ROMANIA,2022-02-22,"1,000",1000,"Civil law firm 'Sabou, Burz & Cuc'","Art. 5 (1) a), b), c), f) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1081,SPAIN,2022-02-21,"1,000",1000,Store owner,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-1075,ITALY,2022-01-13,"1,000",1000,A.S.L. Napoli 1 Centro,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1072,ITALY,2022-01-13,"1,000",1000,Villa Masi Residenza per anziani,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-1066,ITALY,2021-12-16,"1,000",1000,Università Telematica Internazionale Uninettuno,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2021
ETid-1060,SPAIN,2022-02-07,"1,000",1000,Cafe operator,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1018,ROMANIA,2022-02-01,"1,000",1000,SC Grupex 2000 SRL,"Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link,2022
ETid-981,GREECE,2022-01-05,"1,000",1000,Εγνατία Οδός Α.Ε.,Art. 12 (3) GDPR,Insufficient fulfilment of data subjects rights,link,2022
ETid-944,SPAIN,2021-12-03,"1,000",1000,Store owner,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-922,SPAIN,2021-11-29,"1,000",1000,Restaurant owner,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-907,SPAIN,2021-11-22,"1,000",1000,Neighborhood community,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-904,SPAIN,2021-11-15,"1,000",1000,Private Individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2021
ETid-903,SPAIN,2021-11-15,"1,000",1000,Supermarket,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-890,ROMANIA,2021-11-01,"1,000",1000,IKEA ROMÂNIA SA,"Art. 32 (1) b), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-862,SPAIN,2021-10-04,"1,000",1000,Store owner,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-834,SPAIN,2021-09-13,"1,000",1000,Hairdressing salon,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-833,SPAIN,2021-09-13,"1,000",1000,GESTIONES AUTO LOW COST S. L.,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-818,SPAIN,2021-08-26,"1,000",1000,Owners Association,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2021
ETid-814,SPAIN,2021-08-13,"1,000",1000,Employer,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-804,SPAIN,2021-08-09,"1,000",1000,"BAZTANDIS, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-796,SPAIN,2021-07-27,"1,000",1000,"APARTAMENTOS PLAYA DE COVACHOS, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-781,SPAIN,2021-07-27,"1,000",1000,"NEXTSTEPAGENCY, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-765,SPAIN,2021-07-01,"1,000",1000,Unknown,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-714,LUXEMBOURG,2021-05-12,"1,000",1000,Unknown,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2021
ETid-607,SPAIN,2021-03-23,"1,000",1000,"Laboratorio Octogón, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2021
ETid-601,BELGIUM,2021-03-15,"1,000",1000,School,"Art. 5 (1) c) GDPR, Art. 6 (1) GDPR, Art. 8 GDPR",Insufficient legal basis for data processing,link,2021
ETid-557,SPAIN,2021-02-16,"1,000",1000,The Washpoint S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2021
ETid-550,ROMANIA,2021-02-10,"1,000",1000,ING Bank N.V. Amsterdam - Bucharest office,"Art. 29 GDPR, Art. 32 (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-504,ROMANIA,2020-12-29,"1,000",1000,Qualitance QBS SA,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-484,GREECE,2020-10-29,"1,000",1000,American College of Greece,"Art. 12 (3), (4) GDPR",Insufficient fulfilment of information obligations,link,2020
ETid-421,CYPRUS,2020-10-19,"1,000",1000,Grant Ideas Ltd,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-376,ITALY,2020-08-04,"1,000",1000,Supermarket,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-339,SPAIN,2020-07-10,"1,000",1000,Centro Internacional De Crecimiento Laboral Y Profesional S.L.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-316,BELGIUM,2020-06-16,"1,000",1000,Unknown,"Art. 17 GDPR, Art. 21 GDPR, Art. 31 GDPR",Insufficient fulfilment of data subjects rights,link,2020
ETid-287,SPAIN,2020-06-09,"1,000",1000,Property Owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2020
ETid-282,BELGIUM,2020-05-29,"1,000",1000,Non-profit organisation,"Art. 6 GDPR, Art. 21 GDPR",Insufficient fulfilment of data subjects rights,link,2020
ETid-182,CYPRUS,2020-01-13,"1,000",1000,eShop for Sports (M.L. PRO.FIT SOLUTIONS LTD),Art. 6 GDPR,Insufficient legal basis for data processing,link,2020
ETid-1359,SLOVAKIA,2021,100,100,Unknown,Unknown,Unknown,link,2021
ETid-372,AUSTRIA,2020-08-05,100,100,Bank,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-1005,ITALY,2021-12-16,0,0,Enel Energia S.p.A,"Art. 5 (1) a), d) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 (1) GDPR, Art. 30 GDPR, Art. 31 GDPR, Art. 130 (1), (2), (4) Codice della privacy",Insufficient legal basis for data processing,link,2021
ETid-575,GERMANY,2021-03-03,0,0,Private Individual,"Art. 5 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link,2021
ETid-224,POLAND,2020-03-04,0,0,School in Gdansk (Danzig) (fine imposed against town of Gdansk),"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link link,2020
ETid-126,ROMANIA,2019-11-28,0,0,ING Bank N.V.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link link,2019
ETid-98,GERMANY,2021-02-23,0,0,Deutsche Wohnen SE,"Art. 5 GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,link,2021
ETid-96,AUSTRIA,2019-10-29,0,0,Austrian Post,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2019
ETid-1797,GERMANY,2022,Fine in five-digit amount,NA,Aid organization,"Art. 28 (3) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1796,GERMANY,2022,Fine in five-digit amount,NA,Operator of a swimming pool,Art. 6 (1) c) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1795,GERMANY,2022,Fine in five-digit amount,NA,Restaurant operator,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1794,GERMANY,2022,Fine in five-digit amount,NA,Bank,"Art. 28 (3) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1742,GERMANY,2022,Unknown,NA,Logistics company,"Art. 32 (1) GDPR, Art. 33 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1741,GERMANY,2022,Fine in three-digit amount,NA,Private individual,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1729,GERMANY,2022,Unknown,NA,Supermarket,Unknown,Insufficient legal basis for data processing,link,2022
ETid-1728,GERMANY,2022,Unknown,NA,Medical care center,Unknown,Insufficient legal basis for data processing,link,2022
ETid-1727,GERMANY,2022,Fine in three-digit amount,NA,Company,"Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link,2022
ETid-1726,GERMANY,2022,Unknown,NA,Company,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,link,2022
ETid-1725,GERMANY,2022,Fine in five-digit amount,NA,Company,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
